1344032819283075072 2020-12-30 05:29:29 +0800 <albertan48> Kelly Loeffler's conflict of interest is even worse than reported.  https://t.co/m5ULCoy1rY via @MotherJones
1305907576404541443 2020-09-16 00:33:23 +0800 <albertan48> Bob Woodward book 'Rage:' Trump admits to concealing true threat of coronavirus - CNNPolitics  https://t.co/WafHgsMyfF
1305905411044700160 2020-09-16 00:24:47 +0800 <albertan48> United States Coronavirus: 6,755,222 Cases and 199,245 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305901780149047296 2020-09-16 00:10:21 +0800 <albertan48> Trump Goes on Unhinged 'Fox &amp; Friends' Rant – and Tells Horrified Hosts He's Going to Call in Every Week  https://t.co/D7uOtyYcj1
1305901256142024704 2020-09-16 00:08:16 +0800 <albertan48> Donald Trump's CDC scandal just got even uglier for him - Palmer Report  https://t.co/KioUALhoCX
1305892248983203840 2020-09-15 23:32:29 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1305891836972597248 2020-09-15 23:30:50 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1305890262971940864 2020-09-15 23:24:35 +0800 <albertan48> United States Coronavirus: 6,752,711 Cases and 199,194 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305729312671199233 2020-09-15 12:45:02 +0800 <albertan48> A Secret Recording Reveals Oil Executives’ Private Views on Climate Change - The New York Times  https://t.co/0d6X91LhNk
1305710385320787968 2020-09-15 11:29:49 +0800 <albertan48> • Chart: The Countries With The Most COVID-19 Cases | Statista  https://t.co/dBXxs7A2k9
1305708919327662086 2020-09-15 11:23:59 +0800 <albertan48> • Chart: Where Europe Is Hopping Mad | Statista  https://t.co/xIWuER3c9E
1305704665951076354 2020-09-15 11:07:05 +0800 <albertan48> Breaking: Researchers Discover Signs of Life on Venus  https://t.co/ms1u0oowcp
1305703452891209729 2020-09-15 11:02:16 +0800 <albertan48> The new coronavirus can infect brain cells, study finds | Live Science  https://t.co/whKZzAJBsk
1305695133271076864 2020-09-15 10:29:13 +0800 <albertan48> United States Coronavirus: 6,749,289 Cases and 199,000 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305694333945872384 2020-09-15 10:26:02 +0800 <albertan48> "This thing is a killer" – newly released Woodward tapes are even uglier for Donald Trump - Palmer Report  https://t.co/qcpVvBp76C
1305693472268017664 2020-09-15 10:22:37 +0800 <albertan48> Donald Trump spokesman Michael Caputo has berserk violent meltdown, deletes Twitter account - Palmer Report  https://t.co/W4edVrCCPP
1305676695496605697 2020-09-15 09:15:57 +0800 <albertan48> The Criminal Case Against Donald Trump Is in the Works  https://t.co/2a8FB1sxdv
1305652771102666752 2020-09-15 07:40:53 +0800 <albertan48> United States Coronavirus: 6,747,815 Cases and 198,947 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305650739268608001 2020-09-15 07:32:48 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1305650128049430529 2020-09-15 07:30:22 +0800 <albertan48> Brilliant Meidas Touch ad has rare truth from ImPOTUS &amp; graph every American should internalize  https://t.co/kbhd9E54b3
1305649554667106304 2020-09-15 07:28:06 +0800 <albertan48> If this site is correct, we're just scratching the surface of the Trump/Russia connection web  https://t.co/9vrxcBTeeg
1305573980326092805 2020-09-15 02:27:47 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1305561877204725760 2020-09-15 01:39:42 +0800 <albertan48> 19 Simple Ways To Maintain A Long-Distance Relationship With Your Best Friend | HuffPost Canada  https://t.co/gfSPLOQqnW
1305551665269846018 2020-09-15 00:59:07 +0800 <albertan48> What now, Donald Trump? - Palmer Report  https://t.co/E8ZBHpRbic
1305531975743148032 2020-09-14 23:40:53 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1305530169189306368 2020-09-14 23:33:42 +0800 <albertan48> United States Coronavirus: 6,716,377 Cases and 198,620 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305529531768254466 2020-09-14 23:31:10 +0800 <albertan48> Every Insane Thing Donald Trump Has Said About Global Warming – Mother Jones  https://t.co/DFqfRm5NaJ
1305529185775972353 2020-09-14 23:29:48 +0800 <albertan48> Donald Trump's Surprising, Misleading Climate Change Boast | Time  https://t.co/vSWJaw6so6
1305304489469984768 2020-09-14 08:36:56 +0800 <albertan48> United States Coronavirus: 6,708,458 Cases and 198,518 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305304264625905664 2020-09-14 08:36:02 +0800 <albertan48> This map shows why it would be 'terrifying' to open Canada-U.S. border | CTV News  https://t.co/1zo7wklG9v
1305264957076860928 2020-09-14 05:59:51 +0800 <albertan48> United States Coronavirus: 6,705,651 Cases and 198,469 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305264224059322368 2020-09-14 05:56:56 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1305217571268952065 2020-09-14 02:51:33 +0800 <albertan48> ‘Brainless twit’ Trump buried in ridicule for boasting about a fake award named after a ‘failed US invasion’ – Raw Story  https://t.co/hzMjPZDJLd
1305214910779908096 2020-09-14 02:40:59 +0800 <albertan48> The Best Chrome Extensions to Help You Save Money Online – Review Geek  https://t.co/zIqw1J4kzQ
1305213639410900992 2020-09-14 02:35:55 +0800 <albertan48> Court Says Census Must Count Unauthorized Immigrants, Ruling Against Trump  https://t.co/PJBihfef9P
1305213151986630656 2020-09-14 02:33:59 +0800 <albertan48> • Chart: The Spiralling Cost of California's Wildfires | Statista  https://t.co/ce0CwsbjuS
1305210212769390593 2020-09-14 02:22:19 +0800 <albertan48> 7 WhatsApp Web Tips and Tricks All Users Should Know | MakeUseOf  https://t.co/jDibatcgHD
1305209884791599104 2020-09-14 02:21:00 +0800 <albertan48> Notion – The all-in-one workspace for your notes, tasks, wikis, and databases.  https://t.co/UJgM1pnxwW
1305208644548534272 2020-09-14 02:16:05 +0800 <albertan48> 26 Reasons to Use Notion for Your Productivity Needs | MakeUseOf  https://t.co/KqLVoiEDlh
1305205680438083584 2020-09-14 02:04:18 +0800 <albertan48> The 8 Best Fact-Checking Sites for Finding Unbiased Truth  https://t.co/6d4xhyrbGW
1305205210365612034 2020-09-14 02:02:26 +0800 <albertan48> 5+ Apps to Read Objective News Articles and Find Biased or Fake News  https://t.co/jIwetHiHNZ
1305204096295530496 2020-09-14 01:58:00 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1305200725757054977 2020-09-14 01:44:37 +0800 <albertan48> 6 Ways Trump’s Denial of Science Has Delayed the Response to COVID-19 (and Climate Change) | InsideClimate News  https://t.co/JbBvahWKpZ
1305200222725840896 2020-09-14 01:42:37 +0800 <albertan48> Climate change - Tech and Science Tips, Reviews, News And More. | Gizmodo  https://t.co/lGKw8VR3SN
1305199625654005760 2020-09-14 01:40:14 +0800 <albertan48> Bloomberg to spend 'nine figures' in Florida, allowing Biden campaign to focus resources in other swing states  https://t.co/2ReDTCQNep
1305197805049245696 2020-09-14 01:33:00 +0800 <albertan48> James Brown Voted 568 Times - Greg Palast  https://t.co/4Lov8OicM7
1305196992251846656 2020-09-14 01:29:46 +0800 <albertan48> Are You on the Georgia Voter Purge List? - Greg Palast  https://t.co/jyEKiLn7Cq
1305173864511496193 2020-09-13 23:57:52 +0800 <albertan48> The future of work - Is the office finished? | Leaders | The Economist  https://t.co/8V3oyt9eyy
1305128234359468032 2020-09-13 20:56:33 +0800 <albertan48> Paying for Extreme Weather: Wildfire, Hurricanes, Floods and Droughts Quadrupled in Cost Since 1980 | InsideClimate News  https://t.co/JhJ56yuVqr
1305127693344628736 2020-09-13 20:54:24 +0800 <albertan48> Every Insane Thing Donald Trump Has Said About Global Warming – Mother Jones  https://t.co/DFqfRm5NaJ
1305127221250592768 2020-09-13 20:52:32 +0800 <albertan48> Donald Trump's Surprising, Misleading Climate Change Boast | Time  https://t.co/vSWJaw6so6
1305125591683723266 2020-09-13 20:46:03 +0800 <albertan48> I start my day with Morning Brew—the free daily email that delivers the top business news in just a 5-minute read. You can sign up here:  https://t.co/DgziGYWdwP via @MorningBrew
1305110723102560257 2020-09-13 19:46:58 +0800 <albertan48> United States Coronavirus: 6,677,662 Cases and 198,146 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305106845816635392 2020-09-13 19:31:34 +0800 <albertan48> Why the Pandemic Will Be a Long, Long Haul | The Tyee  https://t.co/k91WHaWq6Y
1305105613651734529 2020-09-13 19:26:40 +0800 <albertan48> Novartis, Roche are fined $528 million for anti-competitive practices  https://t.co/2kZk35AUEN
1305103442357055488 2020-09-13 19:18:02 +0800 <albertan48> A Pennsylvania lawmaker wants to tie prescription drug prices to what Canada pays - STAT  https://t.co/SAoiU5mHvr
1305010308029636608 2020-09-13 13:07:58 +0800 <albertan48> How Do We Enhance Trust in Connected Things?  https://t.co/jjFx3k6VCa
1305008487445925888 2020-09-13 13:00:43 +0800 <albertan48> Best VoIP providers in 2020: RingCentral, Vonage, Ooma, and more | ZDNet  https://t.co/aBmcKca2cF
1304983605765046272 2020-09-13 11:21:51 +0800 <albertan48> United States Coronavirus: 6,676,601 Cases and 198,128 Deaths - Worldometer  https://t.co/8HdIx08WiX
1304983349681741824 2020-09-13 11:20:50 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1304880289991196672 2020-09-13 04:31:19 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1304877652331753472 2020-09-13 04:20:50 +0800 <albertan48> United States Coronavirus: 6,665,874 Cases and 197,896 Deaths - Worldometer  https://t.co/8HdIx08WiX
1304877077712175104 2020-09-13 04:18:33 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1304680985649319936 2020-09-12 15:19:21 +0800 <albertan48> 'Appalling Betrayal': New Report Details Dozens of Trump Rollbacks Perpetrated Under Cover of Covid-19 | Common Dreams News  https://t.co/URHO6R9oy0
1304678018334351361 2020-09-12 15:07:33 +0800 <albertan48> Trump’s lies about China and the coronavirus.  https://t.co/Dno28A7hZD
1304649319127986176 2020-09-12 13:13:31 +0800 <albertan48> Donald Trump's Surprising, Misleading Climate Change Boast | Time  https://t.co/vSWJaw6so6
1304639117431431169 2020-09-12 12:32:59 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1304637070787227648 2020-09-12 12:24:51 +0800 <albertan48> Compared to Benghazi: Trump's COVID-19 Performance is a Disaster | David Weissman | The Blogs  https://t.co/qMIAqeuY1p
1304635959003082757 2020-09-12 12:20:26 +0800 <albertan48> Trump Death Clock - Wikipedia  https://t.co/fjnZoRdRsY
1304635425718284288 2020-09-12 12:18:19 +0800 <albertan48> United States Coronavirus: 6,636,247 Cases and 197,421 Deaths - Worldometer  https://t.co/8HdIx08WiX
1304635021123137536 2020-09-12 12:16:42 +0800 <albertan48> • Chart: 6 Months Into the Pandemic Global Cases Hit 28 Million | Statista  https://t.co/Yq41nAsCyx
1304628662159814656 2020-09-12 11:51:26 +0800 <albertan48> Lobby 99  https://t.co/N0Ohy1QrOE
1304611893324120065 2020-09-12 10:44:48 +0800 <albertan48> The Trump-Russia scandals: a quick visual guide - Vox  https://t.co/DD4dnV6mpn
1304611621390573568 2020-09-12 10:43:43 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1304611283350683648 2020-09-12 10:42:23 +0800 <albertan48> Treasury Department says Ukrainian linked to Rudy Giuliani is 'Russian agent' - ABC News  https://t.co/T9mCoG5WbD
1304591910057713668 2020-09-12 09:25:24 +0800 <albertan48> Judge delivers major blow to Michael Flynn and Bill Barr - Palmer Report  https://t.co/hE6hXQeMSz
1304586088766296064 2020-09-12 09:02:16 +0800 <albertan48> The many paths from Trump to Russia -  https://t.co/5O7wVU7jKn  https://t.co/9r1XXbxm4I
1304584844488224769 2020-09-12 08:57:19 +0800 <albertan48> Donald Trump caught stealing money from 9/11 fund - Palmer Report  https://t.co/wbaT3xzUyz
1304437691073703936 2020-09-11 23:12:35 +0800 <albertan48> United States Coronavirus: 6,593,776 Cases and 196,376 Deaths - Worldometer  https://t.co/8HdIx08WiX
1304436742380871686 2020-09-11 23:08:49 +0800 <albertan48> Adani now ranks as world’s biggest owner and contractor of solar farms | RenewEconomy  https://t.co/KxHPsHDPk4
1304423961858461696 2020-09-11 22:18:02 +0800 <albertan48> Donald Trump campaign panics and kicks reporter out of Michigan rally over tweet - Palmer Report  https://t.co/n2X7l39BJ9
1304423500526968832 2020-09-11 22:16:12 +0800 <albertan48> Ron Johnson Investigation Alleged to Be Russian Misinformation Laundering Vehicle  https://t.co/ZdjwE3NKy0
1304423242157887489 2020-09-11 22:15:10 +0800 <albertan48> Wisconsin Republican Ron Johnson on defensive over probe of Biden and Ukraine in wake of intelligence assessment about ongoing Russian election interference  https://t.co/Fr5sp5iGXs
1304420891795677184 2020-09-11 22:05:50 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1304420017870577664 2020-09-11 22:02:21 +0800 <albertan48> • Chart: Key People in the US-Russia Scandal | Statista  https://t.co/3W1AWs3oLJ
1304193298723008513 2020-09-11 07:01:27 +0800 <albertan48> Joe Biden just nailed it - Palmer Report  https://t.co/EkkSuOnhXt
1304191711904587776 2020-09-11 06:55:09 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1304190856279126016 2020-09-11 06:51:45 +0800 <albertan48> United States Coronavirus: 6,583,811 Cases and 196,104 Deaths - Worldometer  https://t.co/8HdIx08WiX
1304189580980006912 2020-09-11 06:46:41 +0800 <albertan48> Donald Trump caught bragging that he helped cover up murder of American journalist Jamal Khashoggi - Palmer Report  https://t.co/C1BoEdy6Tn
1304186242817380352 2020-09-11 06:33:25 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1304185843586707457 2020-09-11 06:31:50 +0800 <albertan48> Cybercriminals Are Using Legit Cloud Monitoring Tools As Backdoor  https://t.co/bUXE6NBzlN via @TheHackersNews
1304184819153211393 2020-09-11 06:27:46 +0800 <albertan48> A robot wrote this entire article. Are you scared yet, human? | GPT-3 | Opinion | The Guardian  https://t.co/irVJX6e1yb
1304184322119798784 2020-09-11 06:25:47 +0800 <albertan48> Climate change and COVID-19: Does global warming fuel pandemics?  https://t.co/3UPbXiHqPF
1304183849035857920 2020-09-11 06:23:54 +0800 <albertan48> Climate crisis could displace 1.2bn people by 2050, report warns | Environment | The Guardian  https://t.co/LH6MRORTMx
1304183251527823360 2020-09-11 06:21:32 +0800 <albertan48> Strategic Intelligence  https://t.co/XbdMNcGM6Z
1304182810907877376 2020-09-11 06:19:47 +0800 <albertan48> The TechCrunch List | TechCrunch  https://t.co/UZKgMbxRZX
1304182341313523712 2020-09-11 06:17:55 +0800 <albertan48> Facebook returns to its roots with Campus, a college student-only social network | TechCrunch  https://t.co/IuQKCaqoz1
1304180780466237441 2020-09-11 06:11:43 +0800 <albertan48> The boomers’ last stand - Younger Americans feel their voting weight | United States | The Economist  https://t.co/j2tIRUx9sS
1304180560684744705 2020-09-11 06:10:50 +0800 <albertan48> The will of the...whatever - Political skulduggery in Missouri | United States | The Economist  https://t.co/zcvnHg87U2
1304178755401781248 2020-09-11 06:03:40 +0800 <albertan48> Portland mayor bans police from using tear gas at protests | TheHill  https://t.co/4AfG2GFThl
1304178244925620224 2020-09-11 06:01:38 +0800 <albertan48> Court blocks Trump order to exclude undocumented immigrants from census | TheHill  https://t.co/kgmU8gFXsa
1304176726105190404 2020-09-11 05:55:36 +0800 <albertan48> United States Coronavirus: 6,576,888 Cases and 196,013 Deaths - Worldometer  https://t.co/8HdIx08WiX
1304166049823113216 2020-09-11 05:13:11 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1304142030654726144 2020-09-11 03:37:44 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1304140929696108545 2020-09-11 03:33:22 +0800 <albertan48> A Timeline Showing the Full Scale of Russia’s Unprecedented Interference in the 2016 Election, and Its Aftermath - The New York Times  https://t.co/F3FrRbXvxY
1304139368836202496 2020-09-11 03:27:09 +0800 <albertan48> Trump Russia affair: Key questions answered - BBC News  https://t.co/kGNEuTOPi5
